link,new_price,name,mo_ta_ai,old_price,danh_muc,mo_ta,image
https://s.shopee.vn/AUoozQ3ODX,50.000,Nhang Gừng Mộc Thảo An Hương thơm dịu | Nhang thơm thờ cúng,"Hãy để hương thơm ấm áp, dịu nhẹ từ Nhang Gừng Mộc Thảo An dẫn lối tâm hồn bạn vào không gian thiền định và an yên. Sản phẩm là sự kết hợp tinh tế từ thiên nhiên, với bột nhang được chế tác hoàn toàn từ củ gừng nguyên chất, mang đến mùi hương đặc trưng, thanh khiết. Chất kết dính tự nhiên từ cây Bời Lời và tăm nhang làm từ tre thuần túy đảm bảo sự an toàn tuyệt đối. Mộc Thảo An không chỉ là nhang thờ cúng, mà còn là biểu tượng của sự thuần khiết, giúp thanh lọc không gian và mang lại cảm giác thư thái, bình yên cho gia đình bạn.",50.000,tho_cung,"Nhang Gừng Mộc Thảo An - Sự Kết Hợp Tinh Tế Từ Thiên Nhiên

THÀNH PHẦN NHANG MỘC THẢO AN

- Bột nhang: Được làm từ củ gừng .

- Chất kết dính: Sử dụng cây Bời Lời, vỏ và gỗ cây này chứa nhiều gluten, được nghiền tạo thành chất kết dính tự nhiên.

- Tăm nhang: Được tạo thành từ cây Tre thuần túy mang đậm chất Việt.



KÍCH THƯỚC NHANG: Nhang có chiều dài 20 cm, 30 cm và 40 cm.

KHỐI LƯỢNG BÓ NHANG: Mỗi gói chứa 0,5 kg | 1 kg | 50 cây | 120cây

THỜI GIAN THẤP: Khoảng 25 - 45 - 60 phút cho mỗi một nén nhang lần lượt là 20 cm, 30 cm và 40 cm.

CHIỀU CAO ĐỀ XUẤT ĐỂ HẠN CHẾ ÁM KHÓI TRẦN NHÀ/ LA PHONG: 1m - 1,5 m - 2,5 m cho mỗi một nén nhang lần lượt là 20 cm, 30 cm và 40 cm.



LỢI ÍCH CỦA SẢN PHẨM:

- Hương thơm dịu nhẹ: Nhang Mộc Thảo An sử dụng thành phần tự nhiên và không có hương liệu nhân tạo, mang đến mùi hương dịu dàng và an toàn cho sức khỏe, đặc biệt tốt cho người bị hen suyễn và các vấn đề đường hô hấp.-

 Ít khói: Sản phẩm thiên nhiên, không sử dụng hóa chất, không gây cay mắt hoặc chảy lệ.

- Phòng tránh cảm lạnh: Mùi hương Gừng ấm nồng giúp hỗ trợ phòng tránh cảm lạnh và giảm nghẹt mũi.

- Khử mùi: Hương thơm từ Gừng khô tạo nên không gian ấm áp và giúp tẩy trừ tạp khí.

CÔNG DỤNG- Thấp bàn thờ phật, tổ tiên, cúng lễ.

- Thiền định

- Thanh lọc không khí

- Làm ấm không gian, khử khuẩn

- Ít khói, thích hợp ở văn phòng làm việc, nhà chung cư, công ty, ...",images/nhan-gung.jpg
https://s.shopee.vn/6fc6QW07Jw,51.401,"Nhang Khuynh Diệp Thiên Nhiên (1KG) Hương Thơm Đậm Mùi - An Toàn -Sức Khỏe, Giúp Xua Đuổi Côn Trùng!","Bạn đang tìm kiếm một loại nhang không chỉ thanh tịnh không gian thờ cúng mà còn bảo vệ sức khỏe gia đình? Nhang Khuynh Diệp Thiên Nhiên 1KG chính là giải pháp hoàn hảo! Được chế tác 100% từ các nguyên liệu tự nhiên như lá khuynh diệp, sả, vỏ cam, quế, trầm, bồ kết và rễ bài, sản phẩm mang đến hương thơm dịu nhẹ, không hóa chất độc hại. Đặc biệt, hương khuynh diệp còn có tác dụng xua đuổi côn trùng hiệu quả, tạo không gian sống trong lành. Với hai kích thước 20cm và 30cm, đây là lựa chọn an toàn, tinh khiết để thể hiện lòng thành kính và chăm sóc sức khỏe cho cả gia đình.",51.401,tho_cung,"Nhang thơm nhẹ từ chính nguyên liệu cây lá tự nhiên, không thơm nồng nàn ngào ngạt mùi hương liệu
Nhang sạch 20cm và 30cm 100% thành phần nguyên liệu tự nhiên từ vỏ lá cây như lá khuynh diệp ( hay còn gọi lá bạch đàn), sả cây và vỏ cam phơi khô, vỏ quế, gỗ trầm, trái bồ kết, rễ cây bài.
- Kích thước chính xác (tính cả chân nhang): 20cm và 29cm
- Thời gian cháy: 30-35 phút và 50-60 phút
- Thời gian tuỳ vào không gian và lưu lượng gió
NHANG KHUYNH DIỆP: 
- Hương khuynh diệp thơm đặc trưng từ lá bạch đàn
* LƯU Ý mùi hương không giống dầu khuỵnh diệp vì lá cây tự nhiên phơi khô và cháy, không qua quá trình chưng cất tinh chế tinh dầu 
Thành phần chính từ cây hương thảo, hương thơm tươi mát tự nhiên
● 100% nguyên liệu tự nhiên, dùng vỏ cây bời lời làm chất kết dính và tăm tre mộc không nhuộm màu
● Nhang thơm dịu nhẹ hương đặc trưng riêng mỗi loại
● Nhang không mùi thơm nồng nàn (mùi hương liệu hóa chất)
● Nhang không đậu tàn, nhang không cuốn tàn
● Nhang không tàn cong đẹp bởi không dùng hóa chất tạo tàn cong đẹp mắt
● Nhang ít khói phù hợp sử dụng nhà chung cư, văn phòng, phòng máy lạnh
● Khói nhang không cay mắt, không gắt mũi.
● Phù hợp với mọi đối tượng trong gia đình kể cả người nhạy cảm đường hô hấp, trẻ con và phụ nữ mang thai
CÔNG DỤNG

● Thắp cúng, phục vụ thờ cúng và phong thủy

● Hỗ trợ thiền định, yoga

● Giảm stress, thư giãn tinh thần

● Khói nhang giúp thanh lọc không khí, khử khuẩn, khử mùi, làm sạch đường hô hấp, xua đuổi muỗi và côn trùng",images/nhang-khuynh-diep.webp
https://s.shopee.vn/1BH9shrFBS,79.000,"Nhang khoanh trầm hương sạch xông nhà, hương vòng thơm dịu nhẹ THIÊN MỘC HƯƠNG hộp 40 khoanh","Bạn muốn biến không gian sống thành một ốc đảo bình yên, tràn đầy năng lượng tích cực? Nhang khoanh trầm hương Thiên Mộc Hương chính là chìa khóa. Với 40 khoanh trầm hương sạch, hương thơm dịu nhẹ, sản phẩm không chỉ thanh lọc không khí, xua tan mùi khó chịu mà còn mang đến sự thư thái tuyệt vời. Dùng trong thờ cúng để cầu nguyện bình an, hoặc xông nhà, trà đạo, yoga để tinh thần thông thoáng, cải thiện sức khỏe. Nhang Thiên Mộc Hương không chỉ thu hút tài lộc, hạnh phúc mà còn giúp bạn tìm thấy sự cân bằng, an yên trong cuộc sống bộn bề.",79.000,tho_cung," Dùng trong không gian thờ cúng, tạo sự tưởng nhớ biết ơn và cầu nguyện cho con cháu bình an, gia đình hòa thuận. 

- Thanh lọc không gian sống, tiêu trừ các loại mùi hương xấu, thu hút hạnh phúc, tài lộc.

- Xông nhà, trà đạo hoặc yoga giúp tinh thần thông thoáng, cải thiện sức khỏe.

- Xông hương chiêu tài dẫn lộc dịp khai trương, tân gia, tất niên,…

Trong văn phòng: 

- Mùi hương tạo cảm giác thư giãn, giảm áp lực, căng thẳng, cải thiến ự tập trung đáng kể.

- Làm thơm không gian làm việc, làm dịu nhẹ thần kinh và kích thích khả năng tư duy sáng tạo

Đối với môi trường và sức khỏe: 

- Nhang trầm hương giúp cho giấc ngủ được sâu hơn, cải thiện các chứng đau đầu.

- Hương vòng trầm tỏa ra mang lại tâm hồn thư thái, dễ chịu, tĩnh tâm ",images/nhang-khoanh-tram-huong.webp
https://s.shopee.vn/4AulSND6XI,130.000,"NHANG VÒNG TRẦM BẮC THƠM SẠCH ÍT KHÓI XÔNG NHÀ, Nhang Vòng Cháy 1 ngày, 3 ngày hương trầm Ngự Ân","Tìm kiếm một hương trầm thuần khiết, mang đậm dấu ấn truyền thống và an toàn tuyệt đối? Nhang Vòng Trầm Bắc Ngự Ân là sự lựa chọn không thể bỏ qua. Được chế tác từ trầm hương tự nhiên và 36 vị thuốc Bắc quý hiếm, sản phẩm mang đến hương thơm tinh tế, ít khói, không hóa chất độc hại. Nhang có hai loại thời gian cháy: 24 giờ (hộp 10 vòng) và 72 giờ (hộp 4 vòng), lý tưởng cho việc xông nhà, thanh lọc không gian suốt ngày dài. Hương Trầm Ngự Ân không chỉ làm sạch không khí mà còn giúp tâm trí thư thái, mang lại sự bình yên và vượng khí cho tổ ấm của bạn.",130.000,tho_cung,"HƯƠNG VÒNG TỪ TRẦM VÀ 36 VỊ TH UOC BẮC CAO THÔN - HƯƠNG TRẦM NGỰ ÂN



VÒNG CHÁY 24H 1 HỘP 10 VÒNG

VÒNG CHÁY 72H 1 HỘP 4 VÒNG



Hương Nhang Vòng Cổ Truyền Loại Cao Cấp, Không Hóa Chất, nguyên liệu từ trầm và các vị thuốc bắc Thôn Cao



- Nguyên Liệu Thuần Bắc, từ trầm và 36vị thuốc bắc, chuẩn mùi cổ truyền làng Cao Thôn.



- Mùi hương trầm bắc đặc trưng không nơi nào có được, thắp 1 lần nhớ cả đời



Cam kết sản phẩm giống hình ảnh.



KHÔNG CHẤT HÓA HỌC, HƯƠNG SẠCH



- Ít khói, không chất hóa học, không chất dẫn cháy



- Dâng hương ( Thắp hương ) lên cho chư phật, gia tiên, thời cúng, phục vụ tâm linh. Giúp không gian trang nghiêm ấm cúng.



- Khử mùi, tẩy uế làm thơm không gian nhà ở, mang lại sự tĩnh lặng, tịnh tâm rất thoải mái khi đọc kinh niệm phật, tu tập, nghĩ ngơi ...",images/nhang-khoanh.webp
https://s.shopee.vn/8pgb164tzF,209.999,Lư Xông Trầm Hương Nhang Vòng Hợp Kim Size 16.5cm - Đế Cắm Nhang Vòng 12h 24h,"Nâng tầm không gian thờ cúng và thư giãn của bạn với Lư Xông Trầm Hương Hợp Kim sang trọng. Được chế tác từ chất liệu hợp kim bền màu với kích thước 15cm x 16.5cm, chiếc lư này không chỉ là vật phẩm trang trí tinh tế mà còn là giải pháp hoàn hảo để đốt trầm và nhang vòng. Thiết kế có nắp đậy giúp giữ gìn vệ sinh, đảm bảo an toàn và tản khói đều khắp không gian, tạo nên bầu không khí thanh tịnh, ấm cúng. Biến mỗi khoảnh khắc xông trầm thành trải nghiệm thiền định tuyệt vời, vừa đẹp mắt vừa tiện dụng.",209.999,tho_cung,"chất liệu: Hợp kim bền màu

Kích thước: 15cm x16.5cm

Cách dùng: dùng để xông trầm, đốt nhang vòng,,, giúp cho việc đốt nhang, xông trầm luôn sạch sẽ, an toàn, làm đẹp phòng

Theo truyền thống thì lư đốt trầm thường có hình bầu, trên có nắp, vừa có tác dụng đậy lư đốt trầm, vừa có tác dụng tản khói hương.  ",images/lu-nhang.webp
https://s.shopee.vn/W1TK38ySS,194.000,"Nhang sạch hương thảo mộc 1kg mix 2 mùi An An cao cấp 100% thiên nhiên nhang trầm hương, quế, khuynh diệp an toàn","Nâng tầm không gian sống và làm việc của bạn với Nhang An An thảo mộc 100% thiên nhiên từ VPP Tịnh Shop. Sản phẩm chính hãng, cam kết không hóa chất, mang đến hương thơm thư thái, an toàn tuyệt đối. Combo 1kg tiện ích cho phép bạn chọn 2 mùi hương yêu thích từ 5 lựa chọn đa dạng, đảm bảo trải nghiệm tinh khiết, không cuộn tàn. Dù không phải văn phòng phẩm, đây vẫn là một tiện ích không thể thiếu cho mọi gia đình, mang lại sự bình yên với mức giá rẻ bất ngờ. Số lượng có hạn, săn deal ngay hôm nay!",194.000,tho_cung,"Nhang An An là nhang thảo mộc 100% thuần tự nhiên không hoá chất và chất cuộn tàn nên nhang sẽ rụng hết tàn sau khi chát hết , không cuộn tàn như các dòng nhang khác trên thị trường
Combo 1kg Nhang thảo mộc gồm: 0,5kg mỗi loại. Bạn có thể lựa chọn mùi hương mình thích. Có 5 mùi hương nhang cho quý khách lựa chọn: Nhang Quế (Quế chi), nhang Khuynh Diệp, nhang Trầm Hương, nhang hương Bài (Trầm bắc), nhang Bách Thảo",images/nhang-thao-moc.jpg
https://s.shopee.vn/qeJisXSTm,75.050,"Nụ Trầm Hương Cao Cấp ,Trầm hương đốt thơm phòng nụ trầm hương cao cấp, trầm hương xông nhà tự nhiên","Khám phá bí quyết mang lại không gian sống thanh tịnh và vượng khí với Nụ Trầm Hương Cao Cấp. Sản phẩm được chế tác theo công thức gia truyền, đảm bảo 100% thành phần tự nhiên, không pha tạp, mang đến hương thơm trầm thuần khiết và dịu nhẹ. Không chỉ dùng để xông nhà, thanh lọc không khí, nụ trầm hương còn tạo hiệu ứng thác khói độc đáo, tăng thêm vẻ đẹp phong thủy cho không gian sống của bạn. Đặc biệt, hương trầm cao cấp giúp thư giãn tinh thần, giảm căng thẳng và thu hút năng lượng tích cực, biến ngôi nhà thành chốn bình yên, an lành.",75.050,tho_cung,"Combo 2 hộp : Tặng 1 Lư Xứ

Combo 4 Hộp : Tặng 1 hộp



✅ Nụ Trầm Hương của chúng tôi được sản xuất gia truyền với thành phần tự nhiên 100% - KHÔNG PHA TẠP

✅ Sản phẩm trầm hương thác khói dùng để xông nhà, phong thủy trong gia đình

✅ Đối với các sản phẩm cao cấp khi đốt nụ trầm hương luôn có mùi hương thơm tự nhiên, thác khói bay thẳng đứng, khác hoàn toàn các sản phẩm giá rẻ, ít mùi thơm, hoặc mùi chất hóa học, mùi khét , khói bay lên không thẳng

✅ Khối lượng trầm hương : 6 - 8 gam/viên, 50-55 nụ/hộp lắp nhôm , 40_45 nụ hộp giấy

✅ Thời gian cháy của nụ trầm hương : 20 - 30 phút/viên

✅ Hạn sử dụng ~3 năm trong điều kiện bảo quản khô ráo

✅ Hương thơm: Trầm Hương hảo hạng

✅ Thời gian lưu hương: 3h-4h",images/nu-tram-huong.webp
https://s.shopee.vn/2B9hJUxXZf,159.000,"Trầm Hương Cao Cấp Khói Ngược Hương Thơm Dễ Chịu, Không Bị Khét - Nụ Trầm Hương Xông Nhà, Hộp 45 Nụ","Bạn muốn không gian sống tràn ngập vượng khí và hương thơm dễ chịu mà không lo khói khét? Nụ Trầm Hương Cao Cấp Khói Ngược chính là giải pháp lý tưởng. Mỗi nụ trầm được chế tác tinh xảo, cháy trong khoảng 20-30 phút, mang đến hương thơm thanh tao, hoàn toàn không gây khó chịu. Đặc biệt, hiệu ứng khói ngược độc đáo không chỉ làm sạch không khí, khử mùi, khử uế mà còn thu hút may mắn, tài lộc theo quan niệm phong thủy. Với hộp 45 nụ, bạn có thể dễ dàng tạo dựng một không gian sống an lành, thịnh vượng và thư thái mỗi ngày.",159.000,tho_cung,"Đốt Trầm Dưới lửa khoảng 15-20s cho đến khi trầm cháy và nhả khói rồi đặt vào lư

-Trầm sẽ cháy trong khoảng 20-30 phút



3. Tác dụng NHANG NỤ 

- Xông bài mang lại vượng khí, may mắn cho ngôi nhà theo quan niệm phong thủy.

- Xông bài giúp làm sạch không gian nhà ở, khử mùi, khử uế

- Xông bài trong các dịp đầu năm, khai trương cửa hàng, văn phòng, tân gia,…mang tài lộc, vượng khí, may mắn cho gia chủ.

- Hương thơm bài tinh khiết giúp tinh thần thư thái, dễ chịu, giảm căng thẳng, tĩnh tâm.",images/tram-huong-cap-cap.webp
https://s.shopee.vn/15CjmYJj5,200.000,"Tranh Hoa Sen Đèn Hộp để sau tượng phật, trang trí phòng thờ, spa dưỡng sinh","Biến không gian thờ cúng hay thư giãn của bạn thành một tác phẩm nghệ thuật đầy tinh tế và ánh sáng dịu kỳ với Tranh Hoa Sen Đèn Hộp. Thiết kế sang trọng, tranh hoa sen có đèn hộp cao cấp này là điểm nhấn hoàn hảo phía sau tượng Phật, tạo không khí trang nghiêm, thanh tịnh. Không chỉ lý tưởng cho phòng thờ, sản phẩm còn mang đến vẻ đẹp an yên cho spa dưỡng sinh hay bất kỳ không gian cần sự thanh thoát. Bạn có thể lựa chọn mua tranh kèm kệ có điều khiển để tạo thành bộ hoàn chỉnh, hoặc treo tường mà không cần kệ, dễ dàng tùy biến theo sở thích và không gian.",200.000,tho_cung,"KỆ và Tranh bán RỜI, Quý Khách mua cả BỘ chọn cả 2 phân loại, MẪU TRANH CHƯA KÈM KỆ và KỆ RỜI là đủ bộ Tranh hoa sen có đèn hộp cao cấp có kệ có điều khiển. Nếu quý khách TREO TƯỜNG KHÔNG LẤY KỆ thì chỉ cần đặt tranh chưa kèm Kệ là được.



Tranh không đèn là tranh tráng gương bo viền vàng ánh kim sang trọng không có đèn.



+ Đèn Hộp cao cấp: đèn nằm bên trong tranh, tạo hiệu ứng ánh sáng các vùng sáng tối khác nhau rất đẹp và thật tranh. Đèn rất sang vào ban đêm, không cần bật đèn phòng.



Kích thước mặt kệ theo size tranh như sau:

Kệ tranh 30cm: mặt ngang 25 sâu 21

Kệ tranh 40cm: mặt ngang 30 sâu 25

Kệ tranh 50cm: mặt ngang 35 sâu 30

Kệ tranh 60cm: mặt ngang 40 sâu 30",images/den-tranh-dieu-khien.webp
https://s.shopee.vn/7AYOeS3u2I,189.000,"Cây Lau Nhà Tự Vắt KITIMOP CORAL Mã KTMC-01, Cây Lau Nhà Tự Vắt Thông Minh Xoay 360 Độ, 2 Bông Lau","Bạn đã sẵn sàng biến công việc lau nhà thành trải nghiệm nhẹ nhàng và hiệu quả chưa? Cây lau nhà tự vắt KITIMOP CORAL KTMC-01 chính là giải pháp tối ưu cho không gian sống hiện đại. Với cơ chế tự vắt thông minh đẩy – kéo, bạn không cần chạm tay vào nước bẩn, giữ cho đôi tay luôn sạch sẽ. Bàn lau siêu rộng 45cm kết hợp đầu xoay 360° linh hoạt giúp bạn dễ dàng làm sạch mọi ngóc ngách, từ gầm giường đến các góc tường, đánh bay mọi vết bẩn chỉ trong tích tắc. Tiết kiệm thời gian, công sức và tận hưởng ngôi nhà sáng bóng mỗi ngày!",189.000,dc_vs,"Cây lau nhà tự vắt KITIMOP CORAL sở hữu cơ chế tự vắt thông minh với thao tác đẩy – kéo mượt mà, giúp giặt và vắt khô nhanh chóng, không cần chạm tay vào nước bẩn. Bàn lau siêu rộng 45cm làm sạch diện tích lớn chỉ trong thời gian ngắn, kết hợp đầu xoay 360° linh hoạt dễ dàng lau gầm giường, góc tường và khe hẹp. Bông lau vải san hô cao cấp thấm hút mạnh, lau sạch triệt để và không để lại vệt nước. Cán lau dài 135cm bằng thép không gỉ chắc chắn, lau sàn thoải mái không cần cúi người. Thiết kế để đứng gọn gàng, tiết kiệm không gian, phù hợp cho mọi gia đình.



1. ƯU ĐIỂM SẢN PHẨM

- Cơ chế tự vắt thông minh với thao tác đẩy – kéo mượt mà, giúp giặt và vắt khô nhanh chóng, không cần chạm tay vào nước bẩn, an toàn cho da tay.

- Bàn lau siêu rộng 45cm giúp dọn dẹp toàn bộ ngôi nhà nhanh chóng, tiết kiệm tối đa thời gian.

- Thiết kế ngăn thêm nước lau sàn, hỗ trợ khử khuẩn, làm sạch an toàn cho sức khỏe gia đình.

- Bông lau vải san hô cao cấp dày dặn, mềm mại, thấm hút mạnh, lau sạch triệt để bụi bẩn.

- Đầu lau xoay 360° linh hoạt, dễ dàng tiếp cận gầm giường, góc tường, lau êm ái và nhẹ tay.

- Khóa nâng cấp thông minh: chế độ giặt và lau tách biệt, tay cầm đẩy kéo chắc chắn, không trượt.

- Cơ chế tự phục hồi thông minh, có thể nghiêng 30° và tự bật lại, thao tác dễ dàng, không bẩn tay.

- Thiết kế để đứng gọn gàng, tiết kiệm không gian, phơi khô tự nhiên, hạn chế ẩm mốc và mùi hôi.",images/cay-lau-nha-360.webp
